Service Code,Dept or Currency Code,Dept or Currency Desc,Activity,Unit cost,Cost
Non-Elective Inpatient - Long Stay,KA09D , Thyroid Procedures with CC Score 2-3,35,10991.8209,384713.733
Non-Elective Inpatient - Long Stay,KA09E , Thyroid Procedures with CC Score 0-1,47,8474.9208,398321.2783
Non-Elective Inpatient - Long Stay,KB01C ," Diabetes with Hypoglycaemic Disorders, with CC Score 8+",5271,4320.2036,22771792.96
Non-Elective Inpatient - Long Stay,KB01D ," Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",1506,2836.3285,4271510.762
Non-Elective Inpatient - Long Stay,KB01E ," Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",587,2502.9762,1469247.015
Non-Elective Inpatient - Long Stay,KB01F ," Diabetes with Hypoglycaemic Disorders, with CC Score 0-2",182,2247.3045,409009.4099
Non-Elective Inpatient - Long Stay,KB02G ," Diabetes with Hyperglycaemic Disorders, with CC Score 8+",11151,4210.3134,46949204.86
Non-Elective Inpatient - Long Stay,KB02H ," Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",5980,2869.7483,17161094.73
Non-Elective Inpatient - Long Stay,KB02J ," Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",5593,2272.9249,12712468.76
Non-Elective Inpatient - Long Stay,KB02K ," Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",2295,1922.5077,4412155.281
Non-Elective Inpatient - Long Stay,KB03C ," Diabetes with Lower Limb Complications, with CC Score 9+",8832,5574.9795,49238219.24
Non-Elective Inpatient - Long Stay,KB03D ," Diabetes with Lower Limb Complications, with CC Score 5-8",2916,4015.4357,11709010.37
Non-Elective Inpatient - Long Stay,KB03E ," Diabetes with Lower Limb Complications, with CC Score 0-4",914,3490.7805,3190573.363
Non-Elective Inpatient - Long Stay,KB04Z , Continuous Subcutaneous Insulin Infusion,14,3626.5979,50772.3701
Non-Elective Inpatient - Long Stay,KC04A , Inborn Errors of Metabolism with CC Score 3+,1942,4873.8194,9464957.202
Non-Elective Inpatient - Long Stay,KC04B , Inborn Errors of Metabolism with CC Score 0-2,167,2290.425,382500.9769
Non-Elective Inpatient - Long Stay,KC05G ," Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",4647,6725.2585,31252276.2
Non-Elective Inpatient - Long Stay,KC05H ," Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",197,4312.2074,849504.8498
Non-Elective Inpatient - Long Stay,KC05J ," Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",25786,4217.1076,108742336.2
Non-Elective Inpatient - Long Stay,KC05K ," Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",12981,3157.668,40989688.27
Non-Elective Inpatient - Long Stay,KC05L ," Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",10510,2642.7102,27774883.73
Non-Elective Inpatient - Long Stay,KC05M ," Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",3553,2316.0715,8229001.994
Non-Elective Inpatient - Long Stay,KC05N ," Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",1016,2065.6427,2098692.95
Non-Elective Inpatient - Long Stay,LA01A ," Kidney Transplant, 19 years and over, from Cadaver Non-Heart-Beating Donor",656,22959.0158,15061114.34
Non-Elective Inpatient - Long Stay,LA02A ," Kidney Transplant, 19 years and over, from Cadaver Heart-Beating Donor",690,19771.5219,13642350.11
Non-Elective Inpatient - Long Stay,LA02B ," Kidney Transplant, 18 years and under, from Cadaver Heart-Beating Donor",22,24491.7956,538819.5027
Non-Elective Inpatient - Long Stay,LA03A ," Kidney Transplant, 19 years and over, from Live Donor",41,18856.2914,773107.9479
Non-Elective Inpatient - Long Stay,LA04H ," Kidney or Urinary Tract Infections, with Interventions, with CC Score 12+",4050,8585.6295,34771799.67
Non-Elective Inpatient - Long Stay,LA04J ," Kidney or Urinary Tract Infections, with Interventions, with CC Score 9-11",3466,6494.393,22509565.97
Non-Elective Inpatient - Long Stay,LA04K ," Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",4037,5356.994,21626184.69
Non-Elective Inpatient - Long Stay,LA04L ," Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",3209,4481.4177,14380869.46
Non-Elective Inpatient - Long Stay,LA04M ," Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",1639,3980.4066,6523886.349
Non-Elective Inpatient - Long Stay,LA04N ," Kidney or Urinary Tract Infections, without Interventions, with CC Score 13+",11575,5576.5081,64548080.9
Non-Elective Inpatient - Long Stay,LA04P ," Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",30947,4353.4878,134727386.7
Non-Elective Inpatient - Long Stay,LA04Q ," Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",35729,3450.248,123273910.1
Non-Elective Inpatient - Long Stay,LA04R ," Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",13976,2713.8318,37928512.83
Non-Elective Inpatient - Long Stay,LA04S ," Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",8548,2274.2438,19440235.65
Non-Elective Inpatient - Long Stay,LA05Z , Renal Replacement Peritoneal Dialysis Associated Procedures,29,7584.0133,219936.3869
Non-Elective Inpatient - Long Stay,LA07H ," Acute Kidney Injury with Interventions, with CC Score 11+",3443,8070.5237,27786813.25
Non-Elective Inpatient - Long Stay,LA07J ," Acute Kidney Injury with Interventions, with CC Score 6-10",3593,6324.437,22723701.97
Non-Elective Inpatient - Long Stay,LA07K ," Acute Kidney Injury with Interventions, with CC Score 0-5",2272,5007.0402,11375995.29
Non-Elective Inpatient - Long Stay,LA07L ," Acute Kidney Injury without Interventions, with CC Score 12+",10114,4899.0452,49548942.91
Non-Elective Inpatient - Long Stay,LA07M ," Acute Kidney Injury without Interventions, with CC Score 8-11",13852,3961.9434,54880840.18
Non-Elective Inpatient - Long Stay,LA07N ," Acute Kidney Injury without Interventions, with CC Score 4-7",17010,3281.94,55825800.21
Non-Elective Inpatient - Long Stay,LA07P ," Acute Kidney Injury without Interventions, with CC Score 0-3",7917,2724.5284,21570091.32
Non-Elective Inpatient - Long Stay,LA08G ," Chronic Kidney Disease with Interventions, with CC Score 6+",1744,9353.9826,16313345.67
Non-Elective Inpatient - Long Stay,LA08H ," Chronic Kidney Disease with Interventions, with CC Score 3-5",858,6659.4035,5713768.245
Non-Elective Inpatient - Long Stay,LA08J ," Chronic Kidney Disease with Interventions, with CC Score 0-2",556,5571.7294,3097881.564
Non-Elective Inpatient - Long Stay,LA08K ," Chronic Kidney Disease without Interventions, with CC Score 11+",2161,6047.1908,13067979.29
Non-Elective Inpatient - Long Stay,LA08L ," Chronic Kidney Disease without Interventions, with CC Score 8-10",1924,4973.6196,9569244.177
Non-Elective Inpatient - Long Stay,LA08M ," Chronic Kidney Disease without Interventions, with CC Score 5-7",2411,4242.2729,10228119.98
Non-Elective Inpatient - Long Stay,LA08N ," Chronic Kidney Disease without Interventions, with CC Score 3-4",1604,3573.8912,5732521.475
Non-Elective Inpatient - Long Stay,LA08P ," Chronic Kidney Disease without Interventions, with CC Score 0-2",1476,3334.8481,4922235.727
Non-Elective Inpatient - Long Stay,LA09J ," General Renal Disorders with Interventions, with CC Score 6+",2384,8549.5937,20382231.4
Non-Elective Inpatient - Long Stay,LA09K ," General Renal Disorders with Interventions, with CC Score 3-5",2205,5708.5941,12587450.05
Non-Elective Inpatient - Long Stay,LA09L ," General Renal Disorders with Interventions, with CC Score 0-2",4004,4522.9457,18109874.73
Non-Elective Inpatient - Long Stay,LA09M ," General Renal Disorders without Interventions, with CC Score 9+",2448,4889.0321,11968350.66
Non-Elective Inpatient - Long Stay,LA09N ," General Renal Disorders without Interventions, with CC Score 6-8",2948,3821.8573,11266835.29
Non-Elective Inpatient - Long Stay,LA09P ," General Renal Disorders without Interventions, with CC Score 3-5",5630,2934.7934,16522886.75
Non-Elective Inpatient - Long Stay,LA09Q ," General Renal Disorders without Interventions, with CC Score 0-2",11289,2241.3794,25302931.58
Non-Elective Inpatient - Long Stay,LB06H ," Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 9+",1638,10501.9686,17202224.58
Non-Elective Inpatient - Long Stay,LB06J ," Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 6-8",581,6881.0701,3997901.701
Non-Elective Inpatient - Long Stay,LB06K ," Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 4-5",315,5301.3626,1669929.206
Non-Elective Inpatient - Long Stay,LB06L ," Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 2-3",206,5194.8849,1070146.299
Non-Elective Inpatient - Long Stay,LB06M ," Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 0-1",58,4725.7067,274090.987
Non-Elective Inpatient - Long Stay,LB06N ," Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 13+",2331,6472.9506,15088447.94
Non-Elective Inpatient - Long Stay,LB06P ," Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",3400,5311.2252,18058165.64
Non-Elective Inpatient - Long Stay,LB06Q ," Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",1231,4208.09,5180158.786
Non-Elective Inpatient - Long Stay,LB06R ," Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",469,3696.3994,1733611.304
Non-Elective Inpatient - Long Stay,LB06S ," Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",167,3345.9308,558770.4495
Non-Elective Inpatient - Long Stay,LB09D ," Intermediate Endoscopic Ureter Procedures, 19 years and over",225,3144.3502,707478.7848
Non-Elective Inpatient - Long Stay,LB10B ," Major Open Bladder Procedures or Reconstruction, 18 years and under",14,28026.2298,392367.217
Non-Elective Inpatient - Long Stay,LB10C ," Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+",81,10089.9636,817287.0526
Non-Elective Inpatient - Long Stay,LB10D ," Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1",13,9338.2505,121397.2565
Non-Elective Inpatient - Long Stay,LB12Z , Intermediate Open Bladder Procedures,38,11955.7875,454319.9238
Non-Elective Inpatient - Long Stay,LB13C , Major Endoscopic Bladder Procedures with CC Score 7+,493,12345.8004,6086479.58
Non-Elective Inpatient - Long Stay,LB13D , Major Endoscopic Bladder Procedures with CC Score 5-6,164,9026.3415,1480320.011
Non-Elective Inpatient - Long Stay,LB13E , Major Endoscopic Bladder Procedures with CC Score 2-4,242,7935.5706,1920408.09
Non-Elective Inpatient - Long Stay,LB13F , Major Endoscopic Bladder Procedures with CC Score 0-1,94,6160.9821,579132.3193
Non-Elective Inpatient - Long Stay,LB14Z , Intermediate Endoscopic Bladder Procedures,13,2974.7786,38672.1222
Non-Elective Inpatient - Long Stay,LB15D ," Minor Bladder Procedures, 18 years and under",76,2789.8987,212032.301
Non-Elective Inpatient - Long Stay,LB15E ," Minor Bladder Procedures, 19 years and over",4498,3566.7532,16043255.96
Non-Elective Inpatient - Long Stay,LB16D ," Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 7+",2182,4672.9454,10196366.83
Non-Elective Inpatient - Long Stay,LB16E ," Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 3-6",1874,3115.2665,5838009.431
Non-Elective Inpatient - Long Stay,LB16F ," Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 0-2",1145,2607.2449,2985295.403
Non-Elective Inpatient - Long Stay,LB16G ," Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+",1231,3969.426,4886363.361
Non-Elective Inpatient - Long Stay,LB16H ," Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",736,2793.3635,2055915.531
Non-Elective Inpatient - Long Stay,LB16J ," Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",765,2531.9844,1936968.069
Non-Elective Inpatient - Long Stay,LB16K ," Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",308,2038.9333,627991.4641
Non-Elective Inpatient - Long Stay,LB18Z , Attention to Suprapubic Bladder Catheter,341,3017.8112,1029073.609
Non-Elective Inpatient - Long Stay,LB19C ," Ureteric or Bladder Disorders, with Interventions, with CC Score 4+",1136,5828.3699,6621028.165
Non-Elective Inpatient - Long Stay,LB19D ," Ureteric or Bladder Disorders, with Interventions, with CC Score 0-3",380,3666.9386,1393436.67
Non-Elective Inpatient - Long Stay,LB19E ," Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",567,4607.1464,2612252.03
Non-Elective Inpatient - Long Stay,LB19F ," Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",249,2935.2397,730874.6976
Non-Elective Inpatient - Long Stay,LB19G ," Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",85,2446.668,207966.7808
Non-Elective Inpatient - Long Stay,LB20C ," Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 4+",5639,5859.2512,33040317.39
Non-Elective Inpatient - Long Stay,LB20D ," Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 0-3",1038,3542.8037,3677430.22
Non-Elective Inpatient - Long Stay,LB20E ," Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",10086,4229.1982,42655692.9
Non-Elective Inpatient - Long Stay,LB20F ," Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",3375,2942.4903,9930904.811
Non-Elective Inpatient - Long Stay,LB20G ," Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 0-1",479,2202.8474,1055163.895
Non-Elective Inpatient - Long Stay,LB21A ," Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 2+",53,13708.7761,726565.1329
Non-Elective Inpatient - Long Stay,LB25D , Transurethral Prostate Resection Procedures with CC Score 6+,124,14782.3557,1833012.11
Non-Elective Inpatient - Long Stay,LB25E , Transurethral Prostate Resection Procedures with CC Score 3-5,85,8124.8252,690610.1439
Non-Elective Inpatient - Long Stay,LB25F , Transurethral Prostate Resection Procedures with CC Score 0-2,53,7953.0269,421510.4274
Non-Elective Inpatient - Long Stay,LB26A ," Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+",73,7981.6567,582660.9364
Non-Elective Inpatient - Long Stay,LB26B ," Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",12,3881.8731,46582.4777
Non-Elective Inpatient - Long Stay,LB28C ," Non-Malignant Prostate Disorders with Interventions, with CC Score 4+",1148,4282.9795,4916860.445
Non-Elective Inpatient - Long Stay,LB28D ," Non-Malignant Prostate Disorders with Interventions, with CC Score 0-3",507,2705.1936,1371533.152
Non-Elective Inpatient - Long Stay,LB28E ," Non-Malignant Prostate Disorders without Interventions, with CC Score 6+",793,3814.8712,3025192.873
Non-Elective Inpatient - Long Stay,LB28F ," Non-Malignant Prostate Disorders without Interventions, with CC Score 3-5",446,2691.5825,1200445.783
Non-Elective Inpatient - Long Stay,LB28G ," Non-Malignant Prostate Disorders without Interventions, with CC Score 0-2",357,2300.2165,821177.2916
Non-Elective Inpatient - Long Stay,LB29A ," Major Open Urethra Procedures, 19 years and over",73,6747.2725,492550.8938
Non-Elective Inpatient - Long Stay,LB35C ," Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 2+",853,6902.4923,5887825.95
Non-Elective Inpatient - Long Stay,LB35D ," Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 0-1",390,4976.292,1940753.862
Non-Elective Inpatient - Long Stay,LB35E ," Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 6+",1119,4803.9165,5375582.581
Non-Elective Inpatient - Long Stay,LB35F ," Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 3-5",890,3232.8326,2877220.981
Non-Elective Inpatient - Long Stay,LB35G ," Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 1-2",1125,2503.9264,2816917.177
Non-Elective Inpatient - Long Stay,LB35H ," Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 0",1070,2184.8248,2337762.516
Non-Elective Inpatient - Long Stay,LB37C , Miscellaneous Urinary Tract Findings with CC Score 5+,684,4718.9484,3227760.717
Non-Elective Inpatient - Long Stay,LB37D , Miscellaneous Urinary Tract Findings with CC Score 2-4,368,3083.9049,1134877.014
